2.53756,4.85589
6.70697,1.57232
4.36371,3.01733
1.55877,2.42592
0.724508,7.7627
2.02717,3.79744
4.42458,5.1804
2.42789,7.74335
1.56982,8.49212
1.80556,15.8582
2.32189,14.8508
1.43474,16.898
2.48667,19.2197
3.27617,18.1267
3.57804,19.3241
4.42847,18.6229
4.64759,19.6348
2.42709,20.464
3.46224,21.5225
3.15216,25.0085
2.84243,22.9663
4.06694,27.2669
2.80489,27.3709
1.97819,24.0764
6.55559,2.65714
5.53875,3.45188
1.81074,6.74503
4.6232,1.28147
3.49369,4.07602
6.63031,3.91634
5.59019,5.99169
4.51962,9.7262
1.413,9.68217
0.591474,14.7542
1.98785,18.0227
4.49074,15.3232
0.730575,17.7802
2.84691,16.9541
4.16474,17.4693
3.95941,16.2024
4.95297,20.8674
3.83987,20.4237
4.15783,23.4144
0.73875,24.3352
3.74719,26.2331
3.85362,28.4965
4.63499,29.2369
1.67424,25.07
5.71839,2.09653
8.76731,2.7059
4.75792,4.13338
7.58847,4.57378
5.73791,4.51204
6.49657,5.19358
3.45624,7.13641
2.52617,8.92814
2.94971,12.6648
3.3504,15.0361
1.5032,14.1232
4.4205,14.2585
2.91916,15.9846
4.93898,16.4038
5.68885,15.7677
6.24557,16.7636
5.19053,17.5836
5.55496,21.8702
4.48929,22.2255
4.88015,24.2862
6.94916,25.4056
4.19916,25.1399
4.84891,26.1031
4.86734,28.1485
5.90756,0.983409
8.53555,0.484012
7.21362,0.684963
7.59938,3.42062
8.67797,3.91805
6.46133,6.50246
3.71519,6.09134
3.46006,9.60672
2.40567,10.0908
2.70094,11.1336
4.13081,13.0534
5.46003,14.6636
5.93319,12.6598
6.20117,13.846
6.50299,14.848
6.48053,17.8341
5.61228,18.4879
8.11077,21.4491
5.26783,23.2439
5.98416,24.1979
6.40992,23.1054
8.25889,25.8868
6.10621,26.2128
5.35502,27.0358
8.47045,1.652
9.50279,1.12631
7.58104,2.17886
9.69176,3.50314
8.4589,5.60181
7.49867,6.29926
4.42207,7.29299
3.71448,10.6332
4.65713,8.61731
3.72173,11.7441
2.5454,13.6323
5.21844,13.4456
4.77964,12.2371
5.7292,11.3594
7.85534,12.0684
7.37307,16.9833
7.15139,20.1053
6.07065,20.9398
8.67631,22.4989
6.79813,22.0683
7.52228,22.8994
7.34124,27.5985
5.64297,25.1825
5.79163,28.9067
10.3877,0.436864
10.9128,1.67092
10.7797,3.13566
9.37244,4.68807
8.56139,6.69825
7.725,7.51378
5.50023,7.56748
3.67309,8.25959
6.62391,8.89198
4.68681,10.9115
5.59983,9.12968
5.57395,10.2386
6.81156,11.5908
7.41161,14.2351
6.97046,15.9566
5.93217,19.817
8.37938,19.3103
6.67788,19.0391
8.4318,20.3755
8.85861,23.5842
7.11067,24.3805
7.21309,26.4476
9.42147,28.1357
6.10513,27.878
11.8582,3.47482
10.3471,4.97135
9.89559,2.43235
9.50459,5.84834
8.7637,8.03487
7.79162,8.72319
7.47042,9.82563
6.5681,7.64983
7.77175,10.8774
8.87437,11.0957
8.87167,12.4298
8.0528,13.2251
6.97695,12.7814
7.62023,18.4422
10.0898,18.4516
9.48845,20.6762
