0.276626,1.80476
6.9539,0.597055
4.39104,3.38335
3.34965,4.28109
0.986675,7.9625
2.29257,4.87644
3.19447,6.40782
2.29534,8.58326
1.7822,9.59869
0.248163,15.8532
0.740463,14.9136
0.73085,16.821
1.47621,17.5753
2.44705,18.3791
3.25274,20.2951
4.18495,19.4571
4.38853,20.5392
3.56562,21.3388
3.37807,22.3773
3.24547,24.1397
2.56932,23.152
4.73633,27.1688
2.42466,27.7034
2.11595,25.0897
7.39288,3.06285
6.47997,2.46357
1.4342,1.83715
5.08768,2.46539
3.43159,5.36248
4.67459,4.46626
4.48663,6.84825
4.90507,10.7998
1.88242,10.7531
0.224415,12.4968
1.81612,16.3498
2.96622,16.0281
0.270688,17.8549
2.57226,17.2045
3.18179,19.1421
3.44787,18.0128
5.4504,20.2219
4.67089,21.5731
4.01956,23.3349
3.23173,25.4596
3.26111,26.6832
3.57572,27.838
3.74193,28.9297
2.05613,26.3525
7.37455,1.6441
7.47425,4.20852
5.53836,3.48988
5.72404,5.24949
4.48399,5.75906
5.6215,6.31074
3.33191,7.59086
2.83189,10.1837
1.3709,11.9696
2.12665,14.248
1.15558,13.5244
3.06843,14.8906
1.98453,15.3464
3.69225,17.0016
5.19902,15.6124
4.90589,16.7095
4.61852,17.8104
5.7587,22.1229
4.79217,22.6223
4.17799,24.9207
6.2718,25.2917
4.15006,26.0787
5.90181,27.3179
4.68337,28.324
6.22314,1.43654
8.14961,0.834094
9.77557,0.365153
6.3533,4.39825
7.12981,5.20547
5.46263,7.39569
3.33974,8.78792
3.96399,10.3465
3.04659,11.2131
2.46548,12.0399
3.38371,12.5194
4.04074,15.8939
5.69933,14.3931
4.26412,14.8402
6.22928,15.2584
5.92162,18.0103
5.10416,18.9179
6.99,22.0157
5.24173,23.7937
5.22466,25.105
6.29335,24.1812
7.40902,25.6819
6.36354,26.3215
5.75349,28.5324
9.19196,1.80251
9.70754,2.93727
8.47655,2.72288
8.34928,4.95767
7.7247,6.37209
6.52588,6.74147
4.52912,8.05037
4.08277,11.5658
5.30912,9.76697
4.65319,12.5191
2.41066,13.1191
3.23921,13.684
4.49874,13.6675
5.53639,13.2294
6.90597,14.4586
5.91235,16.4266
6.81429,20.0462
6.38069,21.0784
8.11248,22.4361
6.13749,23.1693
7.20042,23.4507
6.89242,28.5895
5.23583,26.2401
4.96322,29.6623
10.2329,1.71841
10.7772,3.12815
10.0933,4.0695
9.04671,5.72451
7.49853,7.50688
6.43759,7.83313
5.4926,8.49459
4.27613,9.32731
7.22997,10.6932
5.69336,12.0604
6.07146,10.5843
6.74276,11.6569
6.62718,13.351
6.98556,16.4243
6.87599,17.6089
6.16188,19.1692
7.81053,18.1979
7.53262,19.2659
7.7631,20.579
8.42845,23.5596
7.41579,24.447
7.20297,27.0107
8.26871,26.7701
6.11675,29.6557
11.0782,4.33002
10.3141,5.25291
8.85744,4.02298
8.43819,7.09691
8.63446,8.24179
7.2267,8.69189
7.6127,9.64127
6.3674,9.35946
7.54831,12.7262
8.57295,12.4724
8.31151,13.5579
8.09282,14.6342
7.50304,15.4724
8.83388,17.9276
9.60958,19.5051
8.61508,19.2072
9.6481,21.4499
8.50127,21.4416
9.24755,22.508
8.80798,24.6313
9.90419,24.5695
8.56096,25.6964
7.76914,27.8929
7.25607,29.7725
11.7543,3.59481
12.6095,5.76912
11.5401,5.28533
9.85913,6.58461
9.48339,7.62685
9.74024,8.7044
8.48311,10.4463
7.94384,11.6284
9.35768,11.5837
9.23573,14.2841
10.0887,15.1262
8.86365,15.4074
8.57702,16.377
7.86764,17.1549
8.79582,20.3643
10.3424,20.4237
11.7334,23.0706
10.3061,22.3027
10.8065,23.6372
9.7354,23.4591
10.2354,25.7388
9.36411,26.5711
10.0674,27.9809
8.29631,29.5202
11.5508,2.35402
12.5693,4.47773
11.9461,6.72409
10.8953,6.24423
12.3195,7.9091
10.5165,7.40861
8.7853,9.35055
9.99106,10.6719
10.584,11.6583
9.49626,12.9717
10.2873,14.0205
9.6924,16.2144
10.605,17.0887
9.60382,17.2314
10.1035,18.3922
10.6611,19.3692
10.8263,21.3583
10.9263,24.8708
12.0221,24.0618
11.3555,25.9585
10.5542,26.8671
11.1851,27.8309
10.9342,28.882
8.80379,28.4973
12.0489,1.38119
13.8236,4.08847
13.7695,6.1021
12.9939,6.97456
12.7544,9.14405
11.6226,9.30074
10.7957,8.49918
10.5213,9.61374
11.9131,11.6448
11.2849,12.4697
11.2476,14.8236
10.873,15.9727
11.241,17.9196
12.6335,17.2842
11.8397,18.7932
11.4716,20.0367
12.2564,20.8292
12.0446,21.943
13.0667,22.8413
11.9887,25.0648
12.6823,26.0429
13.1589,28.6232
16.7878,27.3833
9.79908,29.0565
12.9343,3.47461
12.7484,2.24442
14.9742,6.45688
13.3457,8.13104
13.3761,9.99948
12.1641,10.2887
11.1318,10.6168
13.5487,12.1641
12.9543,11.1519
13.0273,13.3559
11.6378,13.5012
11.9963,15.8322
11.6069,16.8169
13.6473,17.4544
13.0052,18.3636
12.5696,19.6996
13.1677,21.5249
14.4184,22.3533
13.1575,25.0573
13.8368,25.9376
11.7451,26.8862
12.3244,27.862
15.2048,28.7497
15.5974,29.8892
15.0665,3.88848
13.3947,5.063
16.0912,6.58924
14.2987,7.30348
14.6631,8.68008
15.1896,11.0988
14.0677,10.8032
14.6007,12.1429
12.3279,12.5897
14.3742,15.3076
12.4226,14.2945
12.8944,15.4139
13.2062,16.3536
14.8335,17.8515
13.5955,19.3433
15.0199,20.3069
13.5043,20.4772
15.456,22.8435
13.3407,23.8945
14.2733,24.884
14.4128,26.7922
13.209,27.0389
13.9899,27.9619
16.2322,28.4449
15.5232,5.0147
14.4668,4.97946
16.7598,5.49544
15.4888,7.76208
17.3459,6.53592
17.2729,10.5158
15.7411,11.9268
16.115,14.0437
14.2171,13.0619
15.414,13.1168
13.89,14.2618
15.3542,14.7466
15.379,15.8908
14.3572,16.5114
14.7568,19.106
15.8165,18.7034
14.2905,21.1668
15.3739,21.6681
14.6411,23.531
15.8453,23.8463
14.9946,25.7967
15.9435,26.6421
15.4319,27.7588
17.2692,28.3991
17.2665,3.39341
17.2731,4.51994
18.2889,5.34478
20.4078,5.1936
15.4368,9.56301
16.9067,11.9695
16.2375,11.0325
17.8637,13.1018
19.0947,13.4602
17.098,14.5415
18.415,14.4375
18.8419,15.3529
16.4414,15.3387
15.3989,16.9941
16.5147,17.8764
16.8946,18.8944
16.1088,20.9078
16.391,21.9768
17.5317,22.1997
18.0501,23.428
15.3767,24.7679
16.1916,25.5923
17.2568,26.4043
18.1884,27.6409
17.4272,2.36468
18.3762,4.27331
19.4564,4.55056
19.4455,5.70695
16.1803,8.71458
17.1465,8.48729
16.5998,12.9639
18.7744,12.3315
19.2023,11.3022
20.6308,14.6163
20.7293,13.568
19.4877,14.453
18.883,16.4617
16.3908,16.4048
17.3105,16.933
18.0783,19.0589
16.1421,19.7469
17.277,19.8597
17.1927,21.0485
18.4428,21.4219
16.9042,23.19
16.5621,24.6181
17.2413,25.3906
19.2022,24.7943
18.3414,1.7444
18.3437,3.02638
19.4816,3.43409
21.526,5.58451
16.5962,7.46957
18.4755,6.56789
16.7249,9.64613
17.8837,9.64367
18.0137,11.4796
19.9229,12.5446
22.4102,12.9795
19.8101,15.5951
18.8399,17.5612
20.3879,17.8184
20.037,16.7531
17.6558,17.8968
19.3525,18.3962
18.2165,20.3495
18.7239,22.5183
19.1982,23.4227
18.4114,25.487
18.0951,24.5756
18.6502,26.6398
20.5663,26.4882
19.6967,1.21147
19.3403,2.24292
20.6852,3.39474
22.5805,5.10398
20.3226,6.34068
17.7487,7.53712
18.8021,7.85559
18.7204,8.96063
18.7043,10.3157
20.251,11.5301
22.1267,11.8044
21.142,12.5675
21.8426,15.1187
20.962,15.7127
22.0792,16.1424
21.3919,18.1445
19.0639,19.5853
19.3005,20.7164
22.3513,20.9523
21.9993,23.4799
19.6257,21.9068
19.5549,27.0487
19.3339,28.1018
20.5291,27.7274
21.5462,1.61243
20.5233,2.28973
21.3239,4.5716
23.5617,5.82212
21.8309,7.08419
19.3919,6.98629
20.3357,7.48053
19.6506,8.42234
19.9238,10.2464
21.7581,14.014
23.5715,14.9361
24.4174,15.7113
23.2107,16.5651
21.0754,16.9138
20.7013,18.9963
20.2086,20.1253
21.3444,20.2931
20.816,21.2156
23.6761,20.3407
22.3721,22.1538
21.5895,24.4802
20.8083,22.6757
20.4234,23.7505
19.6335,25.8982
22.7448,1.55296
22.7129,2.60758
21.4718,2.68632
22.6225,3.73984
24.4377,5.06008
23.5589,6.94748
22.6636,6.36211
21.5643,8.67456
21.0158,10.8251
22.582,10.6652
22.8031,14.0545
23.9239,13.9199
22.266,17.2453
22.4982,18.4216
22.5664,19.9037
21.7091,19.2825
24.7676,20.3847
23.8277,21.4528
24.5262,22.4501
23.4043,22.4468
23.5959,24.93
20.4409,25.2034
22.3654,26.208
21.4529,27.0169
23.8562,1.98939
24.6044,2.77701
23.6112,3.23766
23.5024,4.51049
25.4406,4.69354
24.5056,6.39056
24.6687,7.42529
20.7877,9.46616
22.6763,7.75365
22.0407,9.6769
23.2477,11.6265
24.9996,14.5998
25.6862,15.5723
24.4221,16.9864
23.4698,17.6034
23.4402,19.1259
24.4929,19.2023
25.0178,21.4403
26.1227,22.121
23.1019,23.6928
22.4939,25.1197
22.6641,27.2409
21.4318,25.6699
22.4725,28.5235
21.2319,0.563406
25.0656,1.46804
24.4121,3.96186
26.5016,5.00459
25.5399,5.75883
25.6818,9.27635
22.9345,8.98775
25.6499,8.16271
24.1496,8.39676
23.8648,10.8546
23.5927,9.83558
23.4472,12.6859
27.3779,13.9964
25.5614,17.1456
24.5818,18.0671
25.6734,19.6278
26.6114,18.9983
25.9286,20.7438
25.3747,23.1204
24.1544,23.475
23.4663,26.0174
24.5951,26.0786
23.9077,27.1108
23.2608,29.4594
27.0833,2.56727
25.9641,2.81137
26.4094,3.79866
26.5728,6.06734
27.8699,7.28093
25.8552,7.12382
28.1517,9.41088
27.0065,9.52052
24.7751,10.018
25.0266,11.0658
24.2906,11.8385
26.31,14.525
29.2232,17.0154
26.8309,15.7427
25.5653,18.5289
27.5619,18.5843
26.7856,20.1125
26.5755,23.0048
25.9534,23.9836
24.7423,24.4512
25.8391,25.0411
25.042,27.0927
24.5016,28.1252
23.449,28.1443
27.4094,4.22379
28.7676,5.4926
27.6473,5.22274
28.028,6.26709
28.9763,6.87904
27.159,8.37488
27.4293,12.9784
28.9338,11.4118
28.0937,10.5535
25.8853,10.3994
26.1081,13.4392
24.9804,13.4353
29.3199,12.8238
26.6035,17.9509
28.611,18.9453
27.847,20.3837
26.9178,21.4
27.5908,22.3267
27.6862,23.6793
26.7669,25.8335
25.7482,26.3373
26.1715,27.4081
27.0182,29.094
26.2219,29.7998
26.1459,1.37335
28.6443,4.50495
29.9647,6.27999
29.4466,7.81328
29.2028,8.86116
29.0778,9.95527
28.369,8.3021
26.6561,12.397
27.035,10.6086
26.0072,11.4241
25.4291,12.3508
28.5648,14.2558
27.4219,11.5887
28.1825,12.3075
27.5015,17.0411
28.3581,17.8635
28.4648,21.5552
28.7308,22.5763
26.9702,24.6904
28.0813,24.6809
27.1542,26.8673
26.0812,28.4803
29.0237,25.7209
27.7096,28.2811
